SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
1164,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,02-07-2021 08:30,3.5,"",5000,""
1165,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-08-2021 08:30,4.2,"",5000,""
1166,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-09-2021 08:30,3.4,"",5000,""
1167,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,05-10-2021 08:30,3.4,"",8000,""
1168,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-11-2021 08:30,3.3,"",5000,""
1169,RIVER SAI AT JALALPUR JAUNPUR,CPCB,9,Uttar Pradesh,152,JAUNPUR,Jaunpur ,-,-,-,-,-,-,-,-,25.62992200,82.75620800,03-12-2021 08:30,2.8,"",5000,""
1170,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,02-01-2021 08:30,3.3,"",1700,""
1171,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,02-02-2021 08:30,2.8,"",1300,""
1172,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,03-03-2021 08:30,3.1,"",1700,""
1173,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,03-04-2021 08:30,3.2,"",1400,""
1174,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,04-05-2021 08:30,3.3,"",1700,""
1175,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,03-06-2021 08:30,3.2,"",1100,""
1176,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,02-07-2021 08:30,3.5,"",800,""
1177,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,02-08-2021 08:30,3.3,"",1700,""
1178,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,03-09-2021 08:30,2.7,"",1400,""
1179,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,05-10-2021 08:30,2.9,"",1100,""
1180,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,02-11-2021 08:30,2.7,"",1300,""
1181,RIVER VARUNA AT RAMESHWAR VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.38671700,82.85262800,03-12-2021 08:30,2.4,"",1700,""
1182,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,02-01-2021 08:30,12.4,"",46000,""
1183,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,02-02-2021 08:30,7.2,"",31000,""
1184,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,03-03-2021 08:30,9.6,"",33000,""
1185,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,03-04-2021 08:30,11.2,"",23000,""
1186,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,04-05-2021 08:30,11.6,"",33000,""
1187,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,03-06-2021 08:30,12.8,"",31000,""
1188,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,02-07-2021 08:30,11.2,"",22000,""
1189,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,02-08-2021 08:30,7.2,"",17000,""
1190,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,03-09-2021 08:30,7.2,"",23000,""
1191,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,05-10-2021 08:30,6.8,"",22000,""
1192,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,02-11-2021 08:30,7.1,"",23000,""
1193,RIVER VARUNA B/C WITH RIVER GANGA AT VARANASI,CPCB,9,Uttar Pradesh,187,VARANASI,VARANASI,-,-,-,-,-,-,-,-,25.33295600,83.04339300,03-12-2021 08:30,7.8,"",23000,""
1194,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,13-01-2021 08:30,7.2,"",4500,""
1195,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,15-02-2021 08:30,16,"",240000,""
1196,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,08-03-2021 08:30,25,"",70000,""
1197,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,31-05-2021 08:30,34,"",33000,""
1198,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,30-06-2021 08:30,24,"",4500,""
1199,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,19-07-2021 08:30,10,"",110000,""
1200,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,25-08-2021 08:30,15.2,"",31000,""
1201,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,08-09-2021 08:30,10.4,"",15000,""
1202,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,08-10-2021 08:30,12.8,"",28000,""
1203,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,12-11-2021 08:30,12.4,"",28000,""
1204,"RIVER YAMUNA AT D/S OF AGRA, U.P.",CPCB,9,Uttar Pradesh,118,AGRA,-,-,-,-,-,-,-,-,-,27.17969000,78.11955500,08-12-2021 08:30,10.4,"",40000,""
1205,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,19-01-2021 08:30,18.4,"",30000,""
1206,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,16-02-2021 08:30,20.8,"",28000,""
1207,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,15-03-2021 08:30,21,"",31000,""
1208,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,22-04-2021 08:30,22.4,"",31000,""
1209,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,18-05-2021 08:30,20.4,"",28000,""
1210,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,18-06-2021 08:30,19.2,"",27000,""
1211,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,06-07-2021 08:30,20,"",28000,""
1212,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,19-08-2021 08:30,10.8,"",13000,""
1213,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,03-09-2021 08:30,12.4,"",17000,""
1214,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,12-10-2021 08:30,11.2,"",17000,""
1215,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,16-11-2021 08:30,16.4,"",21000,""
1216,RIVER YAMUNA AT ETAWAH D/S,CPCB,9,Uttar Pradesh,139,ETAWAH,CHAKARNAGAR,-,-,-,-,-,-,-,-,26.60153100,79.11990700,07-12-2021 08:30,15.6,"",23000,""
1217,RIVER YAMUNA AT PALLASONEPAT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,28.86186200,77.20731600,12-08-2021 08:30,3.8,"",22100,""
1218,RIVER YAMUNA AT PALLASONEPAT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,28.86186200,77.20731600,05-10-2021 08:30,2.4,"",4900,""
1219,RIVER YAMUNA AT PALLASONEPAT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,28.86186200,77.20731600,10-11-2021 08:30,3.2,"",100,""
1220,RIVER YAMUNA AT PALLASONEPAT,CPCB,9,Uttar Pradesh,124,BAGHPAT,BAGHPAT,-,-,-,-,-,-,-,-,28.86186200,77.20731600,10-12-2021 08:30,4.8,"",1700,""
1221,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,19-01-2021 08:30,16,"",20000,""
1222,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,16-02-2021 08:30,16.8,"",20000,""
1223,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,15-03-2021 08:30,17.2,"",22000,""
1224,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,22-04-2021 08:30,20,"",22000,""
1225,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,18-05-2021 08:30,18,"",21000,""
1226,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,18-06-2021 08:30,17.2,"",21000,""
1227,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,06-07-2021 08:30,17.6,"",22000,""
1228,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,19-08-2021 08:30,9.6,"",11000,""
1229,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,03-09-2021 08:30,11.2,"",14000,""
1230,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,12-10-2021 08:30,9.2,"",13000,""
1231,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,16-11-2021 08:30,12.8,"",14000,""
1232,RIVER YAMUNA AT UDI,CPCB,9,Uttar Pradesh,139,ETAWAH,Etawah,-,-,-,-,-,-,-,-,26.71452400,79.01488500,07-12-2021 08:30,12.8,"",14000,""
1233,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,14-01-2021 08:30,2.8,"",3900,""
1234,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,11-02-2021 08:30,2.7,"",3500,""
1235,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,11-03-2021 08:30,2.4,"",3400,""
1236,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,09-04-2021 08:30,2.9,"",4100,""
1237,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,22-05-2021 08:30,3.2,"",3900,""
1238,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,09-06-2021 08:30,3.1,"","",""
1239,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,07-07-2021 08:30,3.2,"",3600,""
1240,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,17-08-2021 08:30,3.2,"",1700,""
1241,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,10-09-2021 08:30,"","",1700,""
1242,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,13-10-2021 08:30,"","",1700,""
1243,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,08-11-2021 08:30,"","",2100,""
1244,SAI AT UNNAO AFTER DRAIN OUTFALL U.P.,CPCB,9,Uttar Pradesh,162,LUCKNOW,Lucknow,-,-,-,-,-,-,-,-,26.64997900,80.79385400,08-12-2021 08:30,3.2,"",1700,""
1245,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,06-04-2021 08:30,4.7,"","",7000
1246,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,06-05-2021 08:30,4.8,"","",7000
1247,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,04-06-2021 08:30,5,"","",6300
1248,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,06-07-2021 08:30,4.9,"","",7000
1249,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,05-08-2021 08:30,4.6,"","",6900
1250,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,07-09-2021 08:30,4.5,"","",6300
1251,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,08-10-2021 08:30,4.6,"","",6300
1252,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,08-11-2021 08:30,4.5,"","",6300
1253,SAMARPUR JHEEL RAEBARELI,CPCB,9,Uttar Pradesh,175,Raibareli,Raibareli,-,-,-,-,-,-,-,-,26.23000000,81.25000000,03-12-2021 08:30,4.2,"","",7000
1254,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,04-01-2021 08:30,1.9,"","",""
1255,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,08-02-2021 08:30,2,"","",""
1256,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,08-03-2021 08:30,1.8,"","",""
1257,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,05-04-2021 08:30,2,"","",""
1258,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,10-05-2021 08:30,2,"","",""
1259,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,07-06-2021 08:30,2,"","",""
1260,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,06-07-2021 08:30,2,"","",""
1261,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,03-08-2021 08:30,2,"","",""
1262,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,28-09-2021 08:30,2,"","",""
1263,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,05-10-2021 08:30,2,"","",""
1264,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,02-11-2021 08:30,2,"","",""
1265,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,-,-,-,-,-,-,-,-,-,29.49046800,77.99101800,27-12-2021 08:30,2,"","",""
1266,SONE U/S TO RIHAND CHOPAN (U.P.),CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.53494000,83.02004200,03-03-2021 08:30,2.8,"",300,""
1267,SONE U/S TO RIHAND CHOPAN (U.P.),CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.53494000,83.02004200,10-08-2021 08:30,3,"",2000,""
1268,SONE U/S TO RIHAND CHOPAN (U.P.),CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.53494000,83.02004200,16-11-2021 08:30,2.5,"",2000,""
1269,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,04-01-2021 08:30,2,"",2,""
1270,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,12-04-2021 08:30,1.6,"",2,""
1271,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,11-05-2021 08:30,1.1,"","",""
1272,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,07-06-2021 08:30,1.5,"",2,""
1273,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,06-07-2021 08:30,1.8,"","",""
1274,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,10-08-2021 08:30,2,"",2,""
1275,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,06-09-2021 08:30,1.6,"",2,""
1276,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,04-10-2021 08:30,1.7,"","",""
1277,TONS AT CHAKGHAT M.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.04308300,81.72100400,09-11-2021 08:30,1.9,"","",""
1278,TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA MORADABAD U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,DHANAURA,-,-,-,-,-,-,-,-,28.84484200,78.23936700,29-09-2021 08:30,"","","",24
1279,YAMUNA A/C OF CHAMBAL AT SHERGARH JUHIKA (U.P),CPCB,9,Uttar Pradesh,122,AURAIYA,AURAIYA,-,-,-,-,-,-,-,-,26.42834000,79.24456100,08-03-2021 08:30,7,"",21000,""
1280,YAMUNA A/C OF CHAMBAL AT SHERGARH JUHIKA (U.P),CPCB,9,Uttar Pradesh,122,AURAIYA,AURAIYA,-,-,-,-,-,-,-,-,26.42834000,79.24456100,01-07-2021 08:30,9.2,"",49,""
1281,YAMUNA A/C OF CHAMBAL AT SHERGARH JUHIKA (U.P),CPCB,9,Uttar Pradesh,122,AURAIYA,AURAIYA,-,-,-,-,-,-,-,-,26.42834000,79.24456100,06-09-2021 08:30,5,"",4500,""
1282,YAMUNA A/C OF CHAMBAL AT SHERGARH JUHIKA (U.P),CPCB,9,Uttar Pradesh,122,AURAIYA,AURAIYA,-,-,-,-,-,-,-,-,26.42834000,79.24456100,13-12-2021 08:30,5,"",460,""
1283,YAMUNA AT AGRA U/S U.P.,CPCB,9,Uttar Pradesh,167,MATHURA,MATHURA,-,-,-,-,-,-,-,-,27.25065700,77.86162400,13-01-2021 08:30,10,"",4900,""
1284,YAMUNA AT AGRA U/S U.P.,CPCB,9,Uttar Pradesh,167,MATHURA,MATHURA,-,-,-,-,-,-,-,-,27.25065700,77.86162400,15-02-2021 08:30,13,"",1100,""
1285,YAMUNA AT AGRA U/S U.P.,CPCB,9,Uttar Pradesh,167,MATHURA,MATHURA,-,-,-,-,-,-,-,-,27.25065700,77.86162400,08-03-2021 08:30,12,"",35000,""
1286,YAMUNA AT AGRA U/S U.P.,CPCB,9,Uttar Pradesh,167,MATHURA,MATHURA,-,-,-,-,-,-,-,-,27.25065700,77.86162400,31-05-2021 08:30,16,"",4900,""
