SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
670,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,05-01-2021 08:30,3.9,"",14000,""
671,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,02-02-2021 08:30,4.1,"",11000,""
672,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,11-05-2021 08:30,3.7,"",7900,""
673,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,08-06-2021 08:30,4.6,"",11000,""
674,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,06-07-2021 08:30,4.6,"",12000,""
675,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,10-08-2021 08:30,3.2,"",7000,""
676,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,07-09-2021 08:30,"","",7900,""
677,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,08-11-2021 08:30,"","",6300,""
678,RAMGANGA AT KANNAUJ (BEFORE CONF.) U.P,CPCB,9,Uttar Pradesh,150,HARDOI,SHAHABAD,-,-,-,-,-,-,-,-,27.19082200,79.81826100,06-12-2021 08:30,4.4,"",3500,""
679,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,06-01-2021 08:30,6,"","",55000
680,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,05-02-2021 08:30,6.2,"","",58000
681,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,16-03-2021 08:30,6.6,"","",60000
682,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,02-04-2021 08:30,6.8,"","",62000
683,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,07-06-2021 08:30,6.7,"","",62000
684,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,06-08-2021 08:30,6.2,"","",62000
685,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,03-09-2021 08:30,6.4,"","",60000
686,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,05-10-2021 08:30,6.6,"","",62000
687,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,08-11-2021 08:30,5.4,"","",64000
688,RAMGARH LAKE U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.74916400,83.39726100,01-12-2021 08:30,5.2,"","",62000
689,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,04-01-2021 08:30,4.2,"",20000,""
690,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,01-02-2021 08:30,4,"",18000,""
691,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,15-03-2021 08:30,4.2,"",20000,""
692,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,01-04-2021 08:30,4.3,"",22000,""
693,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,03-06-2021 08:30,4,"",18000,""
694,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,02-08-2021 08:30,3.4,"",14000,""
695,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,01-09-2021 08:30,3.2,"",13000,""
696,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,06-10-2021 08:30,3.3,"",14000,""
697,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,01-11-2021 08:30,3.4,"",16000,""
698,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE GORAKHPUR U.P.,CPCB,9,Uttar Pradesh,148,GORAKHPUR,Gorakhpur,-,-,-,-,-,-,-,-,26.75469200,83.33421100,04-12-2021 08:30,3.4,"",14000,""
699,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,27-01-2021 08:30,2.8,"",1300,""
700,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,25-02-2021 08:30,2.5,"",1700,""
701,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,26-03-2021 08:30,2.7,"",1300,""
702,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,23-04-2021 08:30,2.9,"",1700,""
703,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,17-05-2021 08:30,3.1,"",1700,""
704,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,14-06-2021 08:30,3.2,"",2200,""
705,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,13-07-2021 08:30,3.1,"",1700,""
706,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,16-08-2021 08:30,3.4,"",1700,""
707,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,18-09-2021 08:30,3,"",2200,""
708,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,28-10-2021 08:30,2.8,"",1700,""
709,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,05-11-2021 08:30,2.5,"",2200,""
710,RIHAND AT RENUKUT D/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.26121400,83.00935300,13-12-2021 08:30,2.3,"",1300,""
711,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,27-01-2021 08:30,1.6,"",200,""
712,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,25-02-2021 08:30,1.8,"",400,""
713,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,26-03-2021 08:30,1.8,"",400,""
714,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,23-04-2021 08:30,1.7,"",500,""
715,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,17-05-2021 08:30,1.8,"",500,""
716,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,14-06-2021 08:30,1.6,"",500,""
717,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,13-07-2021 08:30,3.1,"",500,""
718,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,16-08-2021 08:30,2.2,"",700,""
719,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,18-09-2021 08:30,1.8,"",500,""
720,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,28-10-2021 08:30,1.7,"",500,""
721,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,05-11-2021 08:30,1.5,"",500,""
722,RIHAND AT RENUKUT U/S U.P.,CPCB,9,Uttar Pradesh,184,SONBHADRA,ROBERTSGANJ,-,-,-,-,-,-,-,-,24.33981400,83.00358900,13-12-2021 08:30,1.7,"",500,""
723,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,12-01-2021 08:30,1.5,"","",""
724,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,11-02-2021 08:30,1.6,"","",""
725,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,04-03-2021 08:30,1.5,"","",""
726,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,07-04-2021 08:30,1.8,"","",""
727,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,24-05-2021 08:30,1.7,"","",""
728,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,30-06-2021 08:30,1.6,"","",""
729,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,08-07-2021 08:30,1.4,"","",""
730,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,03-08-2021 08:30,1.5,"","",""
731,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,10-09-2021 08:30,1.6,"","",""
732,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,08-10-2021 08:30,1.4,"","",""
733,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,16-11-2021 08:30,1.7,"","",""
734,RIHAND RESRVOIR SINGRAULI,CPCB,9,Uttar Pradesh,184,SONBHADRA,DUDHI,-,-,-,-,-,-,-,-,24.03493400,82.81076100,13-12-2021 08:30,1.6,"","",""
735,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,04-01-2021 08:30,"","",2,""
736,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,02-02-2021 08:30,"","",2,""
737,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,12-03-2021 08:30,"","",2,""
738,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,04-04-2021 08:30,"","",2,""
739,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,19-05-2021 08:30,"","",2,""
740,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,07-06-2021 08:30,"","",2,""
741,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,07-07-2021 08:30,"","",2,""
742,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,05-08-2021 08:30,"","",2,""
743,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,10-09-2021 08:30,"","",2,""
744,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,04-10-2021 08:30,"","",2,""
745,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,08-11-2021 08:30,"","",2,""
746,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.77309500,76.31536300,15-12-2021 08:30,"","",2,""
747,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,04-01-2021 08:30,"","",2,""
748,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,02-02-2021 08:30,"","",2,""
749,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,12-03-2021 08:30,"","",2,""
750,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,05-04-2021 08:30,"","",2,""
751,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,20-05-2021 08:30,"","",2,""
752,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,07-06-2021 08:30,"","",2,""
753,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,07-07-2021 08:30,"","",2,""
754,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,05-08-2021 08:30,"","",2,""
755,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,10-09-2021 08:30,"","",2,""
756,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,04-10-2021 08:30,"","",2,""
757,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,08-11-2021 08:30,"","",2,""
758,RIVER BEAS D/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83893300,76.51000100,15-12-2021 08:30,"","",2,""
759,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,04-01-2021 08:30,"","",2,""
760,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,02-02-2021 08:30,"","",2,""
761,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,12-03-2021 08:30,"","",2,""
762,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,04-04-2021 08:30,"","",2,""
763,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,19-05-2021 08:30,"","",2,""
764,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,07-06-2021 08:30,"","",2,""
765,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,07-07-2021 08:30,"","",2,""
766,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,05-08-2021 08:30,"","",2,""
767,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,10-09-2021 08:30,"","",2,""
768,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,04-10-2021 08:30,"","",2,""
769,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,08-11-2021 08:30,"","",2,""
770,RIVER BEAS U/S NADAUM TOWN,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.78377800,76.33953100,15-12-2021 08:30,"","",2,""
771,RIVER BEAS U/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83414300,76.49441300,04-01-2021 08:30,"","",2,""
772,RIVER BEAS U/S SUJANPUR TIHRA,CPCB,9,Uttar Pradesh,149,HAMIRPUR,HAMIRPUR,-,-,-,-,-,-,-,-,31.83414300,76.49441300,02-02-2021 08:30,"","",2,""
